           1 ,   994.56343634308189      ,   995.40470509313730      ,   999.26424111765709      ,   999.18904132467378     
           2 ,   2.3504023872876028      ,   1.8921681157682486      ,   3.1338698497168034      ,   3.0837366543945950     
           3 ,  0.46526583770761309      ,   2.0910989225389955      ,   1.7812009299038452      ,   2.5175963385309403     
           4 ,   7.7814797107631062E-002 ,   2.5499701760820126      ,  0.60077312127458793      ,   3.5505110048719697     
           5 ,   9.8630255862190985E-003 ,  0.25305977786271283      ,  0.20635813192581010      ,   3.4228513499000752     
           6 ,   9.9589907702046787E-004 ,  0.31836658305198640      ,   6.3826740006302174E-002 ,   1.0491714700069812     
           7 ,   8.3557775059972528E-005 ,  0.37518991653920475      ,   1.8573103230536958E-002 ,  0.11511307271198978     
           8 ,   5.9984479658936607E-006 ,   9.3216873951323720E-002 ,   5.0988912909142314E-003 ,  0.39399807386168550     
           9 ,   3.7635141802994099E-007 ,   4.2291281242813117E-002 ,   1.3313111696731106E-003 ,  0.74046045755113576     
          10 ,   2.0972363845572772E-008 ,   8.4222866233187865E-003 ,   3.3243752503420154E-004 ,  0.51838625545323236     
          11 ,   1.0512199999368477E-009 ,   1.8545911208668109E-002 ,   7.9750799160560604E-005 ,  0.19719325090321682     
          12 ,   4.7881698606033751E-011 ,   8.9339199805458236E-003 ,   1.8449970289324824E-005 ,   8.4426473874411823E-002
          13 ,   1.9975132659055816E-012 ,   9.5689598567694212E-003 ,   4.1291796000209047E-006 ,  0.10863807508585310     
          14 ,   7.7715611723760958E-014 ,   3.8099998476801566E-003 ,   8.9640462386242348E-007 ,  0.10984377130574652     
          15 ,   2.2204460492503131E-015 ,   3.5061248352263874E-003 ,   1.8919864608335502E-007 ,   6.8587279720225602E-002
          16 ,   0.0000000000000000      ,   3.7729750527182304E-003 ,   3.8902181032085537E-008 ,   3.1655725805166401E-002
          17 ,   4.4408920985006262E-016 ,   1.9795698744862200E-003 ,   7.8060571340188289E-009 ,   1.8348041510278801E-002
          18 ,   0.0000000000000000      ,   1.9394400294792113E-003 ,   1.5309500334126369E-009 ,   1.5923681774729470E-002
          19 ,   0.0000000000000000      ,   1.7435001742973633E-003 ,   2.9387070554776074E-010 ,   1.2515574555806985E-002
          20 ,   4.4408920985006262E-016 ,   1.3362965158996154E-003 ,   5.5278004396086544E-011 ,   7.5587003234471872E-003
          21 ,   0.0000000000000000      ,   1.1950724186502448E-003 ,   1.0199840971836238E-011 ,   4.0012532606770179E-003
          22 ,   4.4408920985006262E-016 ,   1.0381409650928042E-003 ,   1.8465229345565604E-012 ,   2.4251134743349390E-003
          23 ,   8.8817841970012523E-016 ,   8.8919654366170775E-004 ,   3.2907010449889640E-013 ,   1.7422332962557796E-003
          24 ,   4.4408920985006262E-016 ,   7.8215044990592730E-004 ,   5.8175686490358203E-014 ,   1.1946755634677508E-003
          25 ,   0.0000000000000000      ,   6.8747485338160885E-004 ,   9.3258734068513149E-015 ,   7.1444688646327137E-004
          26 ,   1.3322676295501878E-015 ,   6.0661008977103137E-004 ,   1.7763568394002505E-015 ,   4.0168294093678725E-004
          27 ,   0.0000000000000000      ,   5.3895538012627142E-004 ,   4.4408920985006262E-016 ,   2.4108466385497351E-004
          28 ,   8.8817841970012523E-016 ,   4.8071823995066154E-004 ,   4.4408920985006262E-016 ,   1.5596262444717013E-004
          29 ,   0.0000000000000000      ,   4.3059801387101970E-004 ,   4.4408920985006262E-016 ,   9.8771673400221971E-005
          30 ,   0.0000000000000000      ,   3.8728707311275201E-004 ,   4.4408920985006262E-016 ,   5.8373071152306721E-005
          31 ,   4.4408920985006262E-016 ,   3.4960663787808599E-004 ,   4.4408920985006262E-016 ,   3.3391371533575409E-005
          32 ,   0.0000000000000000      ,   3.1668337039025829E-004 ,   8.8817841970012523E-016 ,   1.9629319598202244E-005
          33 ,   0.0000000000000000      ,   2.8778700404785695E-004 ,   1.7763568394002505E-015 ,   1.1927206011286273E-005
          34 ,   0.0000000000000000      ,   2.6231643405116856E-004 ,   3.1086244689504383E-015 ,   7.1779632970780938E-006
          35 ,   4.4408920985006262E-016 ,   2.3977716298029250E-004 ,   0.0000000000000000      ,   4.1721154744323030E-006
          36 ,   4.4408920985006262E-016 ,   2.1975771021676138E-004 ,   4.4408920985006262E-016 ,   2.3789591945266864E-006
          37 ,   0.0000000000000000      ,   2.0191435240768385E-004 ,   8.8817841970012523E-016 ,   1.3688210058759864E-006
          38 ,   4.4408920985006262E-016 ,   1.8595825685263634E-004 ,   4.4408920985006262E-016 ,   7.9846193212773642E-007
          39 ,   0.0000000000000000      ,   1.7164555396220749E-004 ,   1.3322676295501878E-015 ,   4.6354553395744347E-007
          40 ,   8.8817841970012523E-016 ,   1.5876935457370678E-004 ,   1.3322676295501878E-015 ,   2.6433151489868578E-007
          41 ,   4.4408920985006262E-016 ,   1.4715333426762456E-004 ,   4.4408920985006262E-016 ,   1.4891457311705381E-007
          42 ,   2.2204460492503131E-015 ,   1.3664658983270073E-004 ,   4.4408920985006262E-016 ,   8.3980427501018085E-008
          43 ,   8.8817841970012523E-016 ,   1.2711945083365706E-004 ,   4.4408920985006262E-016 ,   4.7577505046803026E-008
          44 ,   4.4408920985006262E-016 ,   1.1846006499371953E-004 ,   8.8817841970012523E-016 ,   2.6871660896432559E-008
          45 ,   0.0000000000000000      ,   1.1057159990279786E-004 ,   4.4408920985006262E-016 ,   1.5028798650007502E-008
          46 ,   4.4408920985006262E-016 ,   1.0336993606152589E-004 ,   1.7763568394002505E-015 ,   8.3373130621566816E-009
